id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A04489,Chavez,Married,M,101842.00,Consumer Staples,80207,38,Gold,2,9000.00,SEMI-ANNUAL,ACTIVE,8,26,2010,NULL,NULL,NULL
A04511,Cummings,Married,M,113383.00,Information Technology,80207,41,Bronze,3,5000.00,ANNUAL,ACTIVE,8,26,2010,NULL,NULL,NULL
A04493,Lopez,Married,M,88792.00,Consumer Discretionary,80207,50,Platinum,3,15000.00,ANNUAL,ACTIVE,8,26,2010,NULL,NULL,NULL
A04477,Barnett,Married,M,77911.00,Utilities,80207,33,Gold,3,9000.00,ANNUAL,ACTIVE,8,23,2010,NULL,NULL,NULL
A04462,Harrington,Widowed,F,61466.00,Industrials,80207,60,Silver,0,7000.00,ANNUAL,ACTIVE,8,23,2010,NULL,NULL,NULL
A09546,Cain,Single,M,104340.00,Financials,80207,62,Silver,0,7000.00,MONTHLY,ACTIVE,8,22,2013,NULL,NULL,NULL
A05895,Jimenez,Married,M,96802.00,Health Care,80207,33,Silver,3,7000.00,SEMI-ANNUAL,ACTIVE,8,22,2011,NULL,NULL,NULL
A09538,Gutierrez,Married,M,66018.00,Unclassified,80207,46,Silver,3,7000.00,SEMI-ANNUAL,ACTIVE,8,21,2013,NULL,NULL,NULL
A04389,Gutierrez,Married,M,61606.00,Industrials,80207,42,Bronze,2,5000.00,ANNUAL,ACTIVE,8,12,2010,NULL,NULL,NULL
A04380,Steele,Married,F,76133.00,Industrials,80207,28,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,8,10,2010,NULL,NULL,NULL
A07277,Richards,Married,M,107056.00,Information Technology,80207,41,Bronze,1,5000.00,MONTHLY,ACTIVE,8,8,2012,NULL,NULL,NULL
A04358,Jenkins,Married,F,83741.00,Unclassified,80207,54,Bronze,1,5000.00,ANNUAL,ACTIVE,8,5,2010,NULL,NULL,NULL
A09403,Johnston,Married,M,66855.00,Consumer Staples,80207,56,Platinum,2,15000.00,ANNUAL,ACTIVE,7,31,2013,NULL,NULL,NULL
A09395,Campbell,Married,M,76851.00,Real Estate,80207,60,Bronze,3,5000.00,MONTHLY,ACTIVE,7,30,2013,NULL,NULL,NULL
A07211,Nunez,Married,M,52861.00,Industrials,80207,45,Platinum,3,15000.00,MONTHLY,ACTIVE,7,30,2012,NULL,NULL,NULL
A01890,Bowers,Married,F,48469.00,Energy,80207,33,Bronze,2,5000.00,SEMI-ANNUAL,ACTIVE,7,28,2009,NULL,NULL,NULL
A09204,Gregory,Single,M,73481.00,Utilities,80207,25,Platinum,0,15000.00,ANNUAL,ACTIVE,7,26,2013,NULL,NULL,NULL
A09347,Wise,Married,F,113363.00,Consumer Discretionary,80207,63,Bronze,3,5000.00,ANNUAL,ACTIVE,7,23,2013,NULL,NULL,NULL
A05847,Malone,Married,M,70871.00,Information Technology,80207,28,Bronze,1,5000.00,MONTHLY,ACTIVE,7,22,2011,NULL,NULL,NULL
A00606,Roberson,Married,F,114628.00,Real Estate,80207,55,Gold,1,9000.00,SEMI-ANNUAL,ACTIVE,7,22,2008,NULL,NULL,NULL
A01877,Mathis,Married,F,55781.00,Utilities,80207,59,Gold,1,9000.00,ANNUAL,ACTIVE,7,20,2009,NULL,NULL,NULL
A09288,Hughes,Married,F,90023.00,Materials,80207,62,Bronze,3,5000.00,MONTHLY,ACTIVE,7,15,2013,NULL,NULL,NULL
A04216,Hart,Married,M,98248.00,Consumer Staples,80207,45,Silver,3,7000.00,ANNUAL,ACTIVE,7,14,2010,NULL,NULL,NULL
A00595,West,Married,M,79428.00,Real Estate,80207,46,Bronze,3,5000.00,SEMI-ANNUAL,ACTIVE,7,14,2008,NULL,NULL,NULL
A09252,Parks,Married,M,40649.00,Consumer Discretionary,80207,67,Platinum,3,15000.00,ANNUAL,ACTIVE,7,11,2013,NULL,NULL,NULL
A04181,Bishop,Married,M,61434.00,Health Care,80207,50,Platinum,1,15000.00,ANNUAL,ACTIVE,7,9,2010,NULL,NULL,NULL
A01866,Bates,Married,M,104216.00,Information Technology,80207,68,Silver,2,7000.00,ANNUAL,ACTIVE,7,8,2009,NULL,NULL,NULL
A04137,Wilkins,Married,M,74700.00,Energy,80207,58,Bronze,2,5000.00,ANNUAL,ACTIVE,6,30,2010,NULL,NULL,NULL
A07125,Jordan,Married,M,72837.00,Health Care,80207,47,Platinum,1,15000.00,MONTHLY,ACTIVE,6,29,2012,NULL,NULL,NULL
A05824,Gilbert,Married,M,58487.00,Consumer Staples,80207,46,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,6,29,2011,NULL,NULL,NULL
A04131,Robinson,Married,M,65525.00,Utilities,80207,47,Silver,3,7000.00,ANNUAL,ACTIVE,6,29,2010,NULL,NULL,NULL
A09198,French,Single,F,118562.00,Energy,80207,24,Platinum,0,15000.00,ANNUAL,ACTIVE,6,28,2013,NULL,NULL,NULL
A09135,Long,Single,M,46243.00,Industrials,80207,50,Gold,0,9000.00,ANNUAL,ACTIVE,6,28,2013,NULL,NULL,NULL
A09144,Sandoval,Married,M,65315.00,Consumer Staples,80207,52,Platinum,3,15000.00,ANNUAL,ACTIVE,6,28,2013,NULL,NULL,NULL
A09180,Manning,Married,M,112397.00,Energy,80207,37,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,6,27,2013,NULL,NULL,NULL
A05800,Garza,Married,M,118256.00,Industrials,80207,47,Gold,3,9000.00,ANNUAL,ACTIVE,6,23,2011,NULL,NULL,NULL
A04084,Watts,Divorced,M,69390.00,Industrials,80207,54,Gold,0,9000.00,ANNUAL,ACTIVE,6,21,2010,NULL,NULL,NULL
A09139,Holland,Married,M,64113.00,Financials,80207,41,Silver,2,7000.00,ANNUAL,ACTIVE,6,19,2013,NULL,NULL,NULL
A09097,Bridges,Married,M,107457.00,Real Estate,80207,44,Silver,3,7000.00,MONTHLY,ACTIVE,6,10,2013,NULL,NULL,NULL
A01752,Mathis,Married,M,75949.00,Unclassified,80207,38,Bronze,3,5000.00,ANNUAL,ACTIVE,6,8,2009,NULL,NULL,NULL
A07035,Adams,Married,M,85929.00,Materials,80207,41,Platinum,3,15000.00,MONTHLY,ACTIVE,5,31,2012,NULL,NULL,NULL
A07004,Garza,Married,M,108266.00,Real Estate,80207,55,Platinum,2,15000.00,ANNUAL,ACTIVE,5,31,2012,NULL,NULL,NULL
A05773,Walters,Married,M,67599.00,Telecommunication Services,80207,58,Platinum,2,15000.00,SEMI-ANNUAL,ACTIVE,5,31,2011,NULL,NULL,NULL
A03997,Perkins,Single,M,107670.00,Materials,80207,27,Silver,0,7000.00,SEMI-ANNUAL,ACTIVE,5,31,2010,NULL,NULL,NULL
A09002,Wise,Married,M,103682.00,Consumer Discretionary,80207,60,Bronze,3,5000.00,MONTHLY,ACTIVE,5,22,2013,NULL,NULL,NULL
A03869,Dawson,Married,M,66351.00,Consumer Discretionary,80207,33,Silver,3,7000.00,ANNUAL,ACTIVE,5,6,2010,NULL,NULL,NULL
A08923,Reed,Married,M,89514.00,Utilities,80207,44,Platinum,3,15000.00,MONTHLY,ACTIVE,4,30,2013,NULL,NULL,NULL
A08942,Cross,Married,M,70824.00,Real Estate,80207,64,Gold,3,9000.00,MONTHLY,ACTIVE,4,30,2013,NULL,NULL,NULL
A03846,Stevenson,Single,M,53809.00,Consumer Discretionary,80207,24,Bronze,0,5000.00,ANNUAL,ACTIVE,4,30,2010,NULL,NULL,NULL
A03790,Clayton,Single,M,61779.00,Health Care,80207,23,Silver,0,7000.00,ANNUAL,ACTIVE,4,26,2010,NULL,NULL,NULL
A03783,Butler,Single,M,93871.00,Real Estate,80207,23,Platinum,0,15000.00,SEMI-ANNUAL,ACTIVE,4,26,2010,NULL,NULL,NULL
A08911,Buchanan,Married,M,82351.00,Information Technology,80207,54,Gold,3,9000.00,MONTHLY,ACTIVE,4,25,2013,NULL,NULL,NULL
A08908,Murphy,Single,M,76346.00,Industrials,80207,30,Bronze,0,5000.00,MONTHLY,ACTIVE,4,23,2013,NULL,NULL,NULL
A00444,Phelps,Married,M,87479.00,Financials,80207,47,Silver,3,7000.00,QUARTERLY,ACTIVE,4,16,2008,NULL,NULL,NULL
A08868,Barber,Married,M,107039.00,Industrials,80207,40,Platinum,1,15000.00,MONTHLY,ACTIVE,4,12,2013,NULL,NULL,NULL
A08664,Valdez,Married,M,42659.00,Unclassified,80207,34,Gold,3,9000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08587,Brooks,Married,F,91185.00,Materials,80207,35,Platinum,1,15000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08737,Carter,Divorced,F,49143.00,Energy,80207,36,Platinum,0,15000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08638,Maldonado,Married,F,41284.00,Industrials,80207,42,Silver,2,7000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08824,Alexander,Married,F,75021.00,Health Care,80207,44,Bronze,3,5000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08810,Graham,Married,M,42638.00,Industrials,80207,53,Silver,3,7000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08765,Carr,Married,M,103686.00,Telecommunication Services,80207,57,Gold,3,9000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08769,Alvarez,Married,F,60860.00,Telecommunication Services,80207,59,Gold,1,9000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08680,Simmons,Married,M,54672.00,Information Technology,80207,62,Gold,2,9000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A05630,Clarke,Married,M,108987.00,Real Estate,80207,54,Gold,3,9000.00,ANNUAL,ACTIVE,3,31,2011,NULL,NULL,NULL
A03589,Burgess,Married,M,46182.00,Real Estate,80207,30,Silver,1,7000.00,ANNUAL,ACTIVE,3,31,2010,NULL,NULL,NULL
A03350,Fox,Married,M,55753.00,Materials,80207,48,Platinum,2,15000.00,MONTHLY,ACTIVE,3,31,2010,NULL,NULL,NULL
A03677,Gross,Married,F,50925.00,Utilities,80207,52,Gold,3,9000.00,MONTHLY,ACTIVE,3,31,2010,NULL,NULL,NULL
A01600,Page,Married,M,62831.00,Utilities,80207,33,Platinum,1,15000.00,MONTHLY,ACTIVE,3,31,2009,NULL,NULL,NULL
A01413,Kelly,Married,M,103914.00,Industrials,80207,37,Silver,2,7000.00,ANNUAL,ACTIVE,3,31,2009,NULL,NULL,NULL
A08621,Oliver,Single,M,90435.00,Health Care,80207,24,Gold,0,9000.00,ANNUAL,ACTIVE,3,30,2013,NULL,NULL,NULL
A08540,Jensen,Single,M,75764.00,Health Care,80207,25,Bronze,0,5000.00,ANNUAL,ACTIVE,3,30,2013,NULL,NULL,NULL
A08606,Knight,Married,M,68414.00,Energy,80207,34,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,3,30,2013,NULL,NULL,NULL
A06922,Schneider,Single,M,82862.00,Consumer Discretionary,80207,27,Gold,0,9000.00,ANNUAL,ACTIVE,3,30,2012,NULL,NULL,NULL
A06911,Baker,Widowed,F,101741.00,Industrials,80207,47,Platinum,0,15000.00,ANNUAL,ACTIVE,3,30,2012,NULL,NULL,NULL
A01485,McCoy,Married,M,78932.00,Consumer Discretionary,80207,29,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,3,30,2009,NULL,NULL,NULL
A08547,Washington,Married,M,67066.00,Materials,80207,42,Silver,2,7000.00,ANNUAL,ACTIVE,3,28,2013,NULL,NULL,NULL
A06794,Woods,Married,M,88148.00,Consumer Discretionary,80207,29,Silver,1,7000.00,ANNUAL,ACTIVE,3,28,2012,NULL,NULL,NULL
A03428,Douglas,Single,M,53949.00,Health Care,80207,20,Silver,0,7000.00,ANNUAL,ACTIVE,3,26,2010,NULL,NULL,NULL
A03446,Page,Married,M,35321.00,Real Estate,80207,48,Platinum,3,15000.00,ANNUAL,ACTIVE,3,26,2010,NULL,NULL,NULL
A03447,Dunn,Married,M,64245.00,Energy,80207,51,Bronze,2,5000.00,ANNUAL,ACTIVE,3,26,2010,NULL,NULL,NULL
A03265,James,Married,M,92016.00,Telecommunication Services,80207,58,Bronze,1,5000.00,ANNUAL,ACTIVE,3,26,2010,NULL,NULL,NULL
A03259,Tucker,Single,M,100619.00,Utilities,80207,24,Platinum,0,15000.00,ANNUAL,ACTIVE,3,25,2010,NULL,NULL,NULL
A03267,Lopez,Married,M,81000.00,Utilities,80207,35,Gold,1,9000.00,ANNUAL,ACTIVE,3,25,2010,NULL,NULL,NULL
A03374,Watkins,Married,M,63759.00,Materials,80207,46,Gold,2,9000.00,ANNUAL,ACTIVE,3,25,2010,NULL,NULL,NULL
A06591,Alvarado,Married,F,108067.00,Unclassified,80207,35,Silver,3,7000.00,ANNUAL,ACTIVE,3,23,2012,NULL,NULL,NULL
A05581,Gonzalez,Married,M,50512.00,Information Technology,80207,48,Bronze,3,5000.00,ANNUAL,ACTIVE,3,23,2011,NULL,NULL,NULL
A03340,Schneider,Single,F,103179.00,Utilities,80207,40,Bronze,0,5000.00,MONTHLY,ACTIVE,3,23,2010,NULL,NULL,NULL
A08496,Blake,Married,M,39449.00,Real Estate,80207,51,Gold,2,9000.00,MONTHLY,ACTIVE,3,22,2013,NULL,NULL,NULL
A03333,Moody,Married,M,66745.00,Financials,80207,35,Gold,3,9000.00,ANNUAL,ACTIVE,3,22,2010,NULL,NULL,NULL
A05558,Wright,Single,M,93495.00,Energy,80207,27,Silver,0,7000.00,ANNUAL,ACTIVE,3,21,2011,NULL,NULL,NULL
A06651,Baldwin,Married,M,45897.00,Utilities,80207,27,Platinum,3,15000.00,ANNUAL,ACTIVE,3,19,2012,NULL,NULL,NULL
A03308,Gregory,Married,M,56019.00,Consumer Staples,80207,57,Gold,1,9000.00,ANNUAL,ACTIVE,3,19,2010,NULL,NULL,NULL
A01425,Schultz,Single,M,53316.00,Materials,80207,33,Bronze,0,5000.00,ANNUAL,ACTIVE,3,19,2009,NULL,NULL,NULL
A01438,Burgess,Married,M,59517.00,Consumer Staples,80207,39,Platinum,2,15000.00,SEMI-ANNUAL,ACTIVE,3,19,2009,NULL,NULL,NULL
A01429,Hall,Married,M,101827.00,Telecommunication Services,80207,36,Gold,2,9000.00,SEMI-ANNUAL,ACTIVE,3,17,2009,NULL,NULL,NULL
A06624,Ford,Married,M,43290.00,Telecommunication Services,80207,35,Gold,1,9000.00,ANNUAL,ACTIVE,3,16,2012,NULL,NULL,NULL
A08338,Castro,Married,M,119262.00,Unclassified,80207,48,Bronze,2,5000.00,MONTHLY,ACTIVE,3,13,2013,NULL,NULL,NULL
A08341,Wells,Married,M,113028.00,Information Technology,80207,53,Platinum,3,15000.00,ANNUAL,ACTIVE,3,13,2013,NULL,NULL,NULL
A03235,Young,Married,M,111196.00,Telecommunication Services,80207,44,Bronze,3,5000.00,ANNUAL,ACTIVE,3,12,2010,NULL,NULL,NULL
A06525,Meyer,Married,M,117225.00,Energy,80207,46,Silver,3,7000.00,ANNUAL,ACTIVE,2,29,2012,NULL,NULL,NULL
A00264,Moreno,Married,M,98031.00,Financials,80207,47,Gold,1,9000.00,ANNUAL,ACTIVE,2,29,2008,NULL,NULL,NULL
A01358,Jimenez,Single,M,43566.00,Energy,80207,27,Platinum,0,15000.00,ANNUAL,ACTIVE,2,27,2009,NULL,NULL,NULL
A01342,Allen,Married,M,84464.00,Industrials,80207,35,Gold,3,9000.00,ANNUAL,ACTIVE,2,27,2009,NULL,NULL,NULL
A03098,Burgess,Married,M,115726.00,Industrials,80207,46,Platinum,1,15000.00,SEMI-ANNUAL,ACTIVE,2,26,2010,NULL,NULL,NULL
A03071,Webb,Married,M,47078.00,Health Care,80207,55,Platinum,2,15000.00,ANNUAL,ACTIVE,2,25,2010,NULL,NULL,NULL
A02969,Rice,Married,M,71750.00,Unclassified,80207,33,Gold,1,9000.00,ANNUAL,ACTIVE,2,24,2010,NULL,NULL,NULL
A01330,Marsh,Married,F,55855.00,Energy,80207,37,Gold,2,9000.00,ANNUAL,ACTIVE,2,24,2009,NULL,NULL,NULL
A06445,Campbell,Married,M,110291.00,Consumer Discretionary,80207,41,Silver,1,7000.00,ANNUAL,ACTIVE,2,21,2012,NULL,NULL,NULL
A06366,Reynolds,Married,M,108738.00,Health Care,80207,49,Silver,1,7000.00,MONTHLY,ACTIVE,2,17,2012,NULL,NULL,NULL
A02925,Peterson,Married,M,62190.00,Utilities,80207,38,Bronze,3,5000.00,ANNUAL,ACTIVE,2,15,2010,NULL,NULL,NULL
A08079,Terry,Married,M,115358.00,Consumer Discretionary,80207,50,Gold,3,9000.00,ANNUAL,ACTIVE,2,14,2013,NULL,NULL,NULL
A01298,Dixon,Widowed,F,42404.00,Health Care,80207,66,Gold,0,9000.00,SEMI-ANNUAL,ACTIVE,2,13,2009,NULL,NULL,NULL
A02886,Jimenez,Single,M,102616.00,Energy,80207,25,Bronze,0,5000.00,ANNUAL,ACTIVE,2,2,2010,NULL,NULL,NULL
A00199,Yates,Married,M,41669.00,Unclassified,80207,30,Gold,3,9000.00,SEMI-ANNUAL,ACTIVE,2,1,2008,NULL,NULL,NULL
A02837,Williams,Married,M,41913.00,Utilities,80207,35,Silver,3,7000.00,ANNUAL,ACTIVE,1,29,2010,NULL,NULL,NULL
A01244,Wilkins,Single,M,69490.00,Consumer Staples,80207,26,Silver,0,7000.00,MONTHLY,ACTIVE,1,29,2009,NULL,NULL,NULL
A00191,Freeman,Married,M,70094.00,Unclassified,80207,42,Platinum,2,15000.00,ANNUAL,ACTIVE,1,29,2008,NULL,NULL,NULL
A01241,Parker,Married,M,49166.00,Materials,80207,34,Platinum,2,15000.00,MONTHLY,ACTIVE,1,27,2009,NULL,NULL,NULL
A02763,Oliver,Married,F,86146.00,Unclassified,80207,62,Gold,2,9000.00,ANNUAL,ACTIVE,1,22,2010,NULL,NULL,NULL
A06276,Fowler,Married,M,112258.00,Industrials,80207,33,Silver,1,7000.00,MONTHLY,ACTIVE,1,20,2012,NULL,NULL,NULL
A02754,Lewis,Married,M,71922.00,Financials,80207,44,Silver,3,7000.00,ANNUAL,ACTIVE,1,19,2010,NULL,NULL,NULL
A02759,Sutton,Married,M,89530.00,Telecommunication Services,80207,50,Gold,1,9000.00,ANNUAL,ACTIVE,1,19,2010,NULL,NULL,NULL
A07941,Lamb,Married,M,69429.00,Consumer Discretionary,80207,44,Silver,1,7000.00,ANNUAL,ACTIVE,1,18,2013,NULL,NULL,NULL
A07908,Parsons,Divorced,M,105408.00,Unclassified,80207,59,Gold,0,9000.00,MONTHLY,ACTIVE,1,14,2013,NULL,NULL,NULL
A01203,Barrett,Married,M,72027.00,Financials,80207,47,Platinum,1,15000.00,MONTHLY,ACTIVE,1,12,2009,NULL,NULL,NULL
A07889,McBride,Single,M,49123.00,Health Care,80207,28,Silver,0,7000.00,MONTHLY,ACTIVE,1,10,2013,NULL,NULL,NULL
A07877,Franklin,Married,M,62814.00,Materials,80207,43,Gold,2,9000.00,ANNUAL,ACTIVE,1,8,2013,NULL,NULL,NULL
A02689,Vega,Married,M,45742.00,Utilities,80207,38,Gold,3,9000.00,ANNUAL,ACTIVE,1,6,2010,NULL,NULL,NULL
A07813,Mullins,Married,M,64276.00,Materials,80209,62,Gold,2,9000.00,SEMI-ANNUAL,ACTIVE,12,31,2012,NULL,NULL,NULL
A01117,Robertson,Married,M,104610.00,Information Technology,80209,50,Gold,3,9000.00,ANNUAL,ACTIVE,12,30,2008,NULL,NULL,NULL
A07773,Haynes,Married,M,109889.00,Utilities,80209,47,Silver,2,7000.00,ANNUAL,ACTIVE,12,28,2012,NULL,NULL,NULL
A01079,Gomez,Married,M,70748.00,Materials,80209,59,Silver,2,7000.00,SEMI-ANNUAL,ACTIVE,12,23,2008,NULL,NULL,NULL
A05070,Crawford,Married,M,55761.00,Utilities,80209,37,Bronze,3,5000.00,ANNUAL,ACTIVE,12,22,2010,NULL,NULL,NULL
A01071,Barnett,Married,M,85441.00,Consumer Staples,80209,52,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,12,22,2008,NULL,NULL,NULL
A02463,Robbins,Married,M,64142.00,Financials,80209,41,Silver,1,7000.00,ANNUAL,ACTIVE,12,21,2009,NULL,NULL,NULL
A07679,Goodwin,Married,M,65387.00,Financials,80209,63,Platinum,2,15000.00,ANNUAL,ACTIVE,12,20,2012,NULL,NULL,NULL
A07603,Blair,Married,M,35961.00,Materials,80209,45,Platinum,2,15000.00,ANNUAL,ACTIVE,11,30,2012,NULL,NULL,NULL
A07556,Quinn,Married,F,79401.00,Health Care,80209,50,Bronze,3,5000.00,MONTHLY,ACTIVE,11,30,2012,NULL,NULL,NULL
A07561,Zimmerman,Married,M,66599.00,Materials,80209,64,Gold,2,9000.00,MONTHLY,ACTIVE,11,30,2012,NULL,NULL,NULL
A05008,Fowler,Married,M,65736.00,Consumer Staples,80209,54,Gold,2,9000.00,ANNUAL,ACTIVE,11,30,2010,NULL,NULL,NULL
A02366,Steele,Married,M,111315.00,Utilities,80209,40,Gold,1,9000.00,ANNUAL,ACTIVE,11,30,2009,NULL,NULL,NULL
A00083,Foster,Married,M,53591.00,Telecommunication Services,80209,38,Gold,3,9000.00,SEMI-ANNUAL,ACTIVE,11,30,2007,NULL,NULL,NULL
A10258,Jacobs,Married,M,81970.00,Utilities,80209,34,Platinum,2,15000.00,MONTHLY,ACTIVE,11,29,2013,NULL,NULL,NULL
A00989,Weaver,Married,M,45570.00,Financials,80209,39,Bronze,2,5000.00,ANNUAL,ACTIVE,11,25,2008,NULL,NULL,NULL
A02336,Miller,Married,F,90024.00,Information Technology,80209,37,Gold,3,9000.00,MONTHLY,ACTIVE,11,23,2009,NULL,NULL,NULL
A07538,Herrera,Single,M,97270.00,Real Estate,80209,25,Silver,0,7000.00,MONTHLY,ACTIVE,11,21,2012,NULL,NULL,NULL
A10228,Hogan,Married,M,43335.00,Telecommunication Services,80209,43,Gold,1,9000.00,ANNUAL,ACTIVE,11,14,2013,NULL,NULL,NULL
A10118,Malone,Married,F,73130.00,Health Care,80209,53,Platinum,2,15000.00,ANNUAL,ACTIVE,11,11,2013,NULL,NULL,NULL
A00941,Ingram,Married,M,80273.00,Materials,80209,41,Platinum,3,15000.00,ANNUAL,ACTIVE,11,10,2008,NULL,NULL,NULL
A00935,French,Single,M,81533.00,Consumer Staples,80209,27,Bronze,0,5000.00,SEMI-ANNUAL,ACTIVE,11,5,2008,NULL,NULL,NULL
A04965,Miles,Married,M,107636.00,Utilities,80209,38,Silver,1,7000.00,ANNUAL,ACTIVE,11,3,2010,NULL,NULL,NULL
A10121,James,Married,M,89050.00,Utilities,80209,46,Bronze,2,5000.00,MONTHLY,ACTIVE,10,31,2013,NULL,NULL,NULL
A02222,Bowen,Married,F,63600.00,Materials,80209,51,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,10,30,2009,NULL,NULL,NULL
A07439,Hale,Married,M,68550.00,Information Technology,80209,39,Bronze,2,5000.00,ANNUAL,ACTIVE,10,29,2012,NULL,NULL,NULL
A02242,Miles,Married,M,111313.00,Consumer Discretionary,80209,71,Gold,3,9000.00,QUARTERLY,ACTIVE,10,29,2009,NULL,NULL,NULL
A10123,Vaughn,Married,F,74293.00,Consumer Discretionary,80209,41,Silver,2,7000.00,MONTHLY,ACTIVE,10,28,2013,NULL,NULL,NULL
A10027,Sutton,Single,M,50800.00,Consumer Discretionary,80209,50,Platinum,0,15000.00,ANNUAL,ACTIVE,10,28,2013,NULL,NULL,NULL
A02248,Burns,Married,M,36649.00,Information Technology,80209,55,Gold,1,9000.00,ANNUAL,ACTIVE,10,27,2009,NULL,NULL,NULL
A10032,Perry,Married,F,77501.00,Unclassified,80209,39,Platinum,3,15000.00,ANNUAL,ACTIVE,10,11,2013,NULL,NULL,NULL
A02172,Rowe,Married,M,57275.00,Telecommunication Services,80209,64,Platinum,3,15000.00,SEMI-ANNUAL,ACTIVE,10,6,2009,NULL,NULL,NULL
A09897,Hampton,Married,F,48724.00,Utilities,80209,44,Platinum,1,15000.00,ANNUAL,ACTIVE,9,30,2013,NULL,NULL,NULL
A00838,Delgado,Married,F,63375.00,Materials,80209,41,Silver,2,7000.00,MONTHLY,ACTIVE,9,30,2008,NULL,NULL,NULL
A02142,Cook,Married,M,89106.00,Energy,80209,48,Platinum,2,15000.00,MONTHLY,ACTIVE,9,29,2009,NULL,NULL,NULL
A07390,Brady,Married,F,70330.00,Industrials,80209,59,Silver,1,7000.00,ANNUAL,ACTIVE,9,28,2012,NULL,NULL,NULL
A00049,Schultz,Married,M,110910.00,Unclassified,80209,35,Gold,2,9000.00,SEMI-ANNUAL,ACTIVE,9,28,2007,NULL,NULL,NULL
A09833,Morales,Married,M,35573.00,Unclassified,80209,33,Bronze,2,5000.00,ANNUAL,ACTIVE,9,26,2013,NULL,NULL,NULL
A02113,Cox,Married,M,70673.00,Consumer Discretionary,80209,66,Silver,1,7000.00,ANNUAL,ACTIVE,9,24,2009,NULL,NULL,NULL
A00802,Carson,Single,M,94290.00,Financials,80209,23,Silver,0,7000.00,ANNUAL,ACTIVE,9,22,2008,NULL,NULL,NULL
A00758,Fox,Married,M,97488.00,Industrials,80209,46,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,9,22,2008,NULL,NULL,NULL
A09661,Mann,Married,F,52807.00,Industrials,80209,56,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,9,19,2013,NULL,NULL,NULL
A05938,Dennis,Married,M,43174.00,Energy,80209,42,Gold,1,9000.00,ANNUAL,ACTIVE,9,16,2011,NULL,NULL,NULL
A04804,George,Married,M,108935.00,Health Care,80209,47,Gold,2,9000.00,ANNUAL,ACTIVE,9,13,2010,NULL,NULL,NULL
A04860,Warner,Married,M,85551.00,Materials,80209,55,Bronze,3,5000.00,ANNUAL,ACTIVE,9,13,2010,NULL,NULL,NULL
A09683,Walton,Married,M,56899.00,Information Technology,80209,44,Platinum,2,15000.00,MONTHLY,ACTIVE,9,10,2013,NULL,NULL,NULL
A04827,Haynes,Married,M,58041.00,Utilities,80209,77,Platinum,3,15000.00,ANNUAL,ACTIVE,9,7,2010,NULL,NULL,NULL
A04738,Collins,Married,M,77735.00,Utilities,80209,40,Gold,2,9000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04782,Carpenter,Married,M,44407.00,Telecommunication Services,80209,41,Silver,1,7000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04639,Rivera,Widowed,F,94084.00,Real Estate,80209,56,Silver,0,7000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A02025,Ingram,Single,F,80192.00,Consumer Staples,80209,25,Silver,0,7000.00,ANNUAL,ACTIVE,8,31,2009,NULL,NULL,NULL
A02028,Holmes,Single,F,64279.00,Financials,80209,48,Bronze,0,5000.00,ANNUAL,ACTIVE,8,31,2009,NULL,NULL,NULL
A09640,Coleman,Married,F,89344.00,Industrials,80209,46,Gold,2,9000.00,MONTHLY,ACTIVE,8,30,2013,NULL,NULL,NULL
A05901,Franklin,Single,M,71716.00,Utilities,80209,28,Gold,0,9000.00,SEMI-ANNUAL,ACTIVE,8,30,2011,NULL,NULL,NULL
A04535,Sanchez,Married,M,65735.00,Real Estate,80209,38,Silver,3,7000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A04566,Jensen,Married,M,92957.00,Industrials,80209,45,Silver,3,7000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
